alignments	anticodons	agreement	count	input_file	simulation_n	quant_method
multiple	single	incorrect	682	DMtRNAseq_treated_2	4	shrimp
multiple	multiple	incorrect	57713	DMtRNAseq_treated_2	5	bowtie2
multiple	single	correct	589355	DMtRNAseq_treated_2	5	bowtie2
multiple	single	incorrect	1767	DMtRNAseq_treated_2	5	bowtie2
single	single	correct	347826	DMtRNAseq_treated_2	5	bowtie2
single	single	incorrect	730	DMtRNAseq_treated_2	5	bowtie2
single	single	correct	322578	DMtRNAseq_treated_2	5	shrimp
single	single	incorrect	894	DMtRNAseq_treated_2	5	shrimp
multiple	single	correct	578292	DMtRNAseq_treated_2	5	shrimp
multiple	single	incorrect	301	DMtRNAseq_treated_2	5	shrimp
multiple	multiple	incorrect	47668	DMtRNAseq_treated_2	5	shrimp
single	single	correct	696658	DMtRNAseq_treated_2	6	bowtie2
single	single	incorrect	2185	DMtRNAseq_treated_2	6	bowtie2
multiple	single	correct	94426	DMtRNAseq_treated_2	6	bowtie2
multiple	single	incorrect	969	DMtRNAseq_treated_2	6	bowtie2
multiple	multiple	incorrect	204928	DMtRNAseq_treated_2	6	bowtie2
single	single	correct	690531	DMtRNAseq_treated_2	6	shrimp
single	single	incorrect	3848	DMtRNAseq_treated_2	6	shrimp
multiple	single	correct	92491	DMtRNAseq_treated_2	6	shrimp
multiple	single	incorrect	3836	DMtRNAseq_treated_2	6	shrimp
multiple	multiple	incorrect	187014	DMtRNAseq_treated_2	6	shrimp
single	single	correct	542336	DMtRNAseq_treated_2	7	bowtie2
single	single	incorrect	438	DMtRNAseq_treated_2	7	bowtie2
multiple	single	correct	416683	DMtRNAseq_treated_2	7	bowtie2
multiple	single	incorrect	613	DMtRNAseq_treated_2	7	bowtie2
multiple	multiple	incorrect	38551	DMtRNAseq_treated_2	7	bowtie2
single	single	correct	536344	DMtRNAseq_treated_2	7	shrimp
single	single	incorrect	599	DMtRNAseq_treated_2	7	shrimp
multiple	single	correct	410005	DMtRNAseq_treated_2	7	shrimp
multiple	single	incorrect	847	DMtRNAseq_treated_2	7	shrimp
multiple	multiple	incorrect	22360	DMtRNAseq_treated_2	7	shrimp
single	single	correct	792525	DMtRNAseq_treated_2	8	bowtie2
single	single	incorrect	274	DMtRNAseq_treated_2	8	bowtie2
multiple	single	correct	174998	DMtRNAseq_treated_2	8	bowtie2
multiple	single	incorrect	234	DMtRNAseq_treated_2	8	bowtie2
multiple	multiple	incorrect	22282	DMtRNAseq_treated_2	8	bowtie2
single	single	correct	783496	DMtRNAseq_treated_2	8	shrimp
single	single	incorrect	375	DMtRNAseq_treated_2	8	shrimp
multiple	single	correct	168133	DMtRNAseq_treated_2	8	shrimp
multiple	single	incorrect	241	DMtRNAseq_treated_2	8	shrimp
multiple	multiple	incorrect	19954	DMtRNAseq_treated_2	8	shrimp
single	single	correct	497759	DMtRNAseq_treated_2	9	bowtie2
single	single	incorrect	760	DMtRNAseq_treated_2	9	bowtie2
multiple	single	correct	425159	DMtRNAseq_treated_2	9	bowtie2
multiple	single	incorrect	543	DMtRNAseq_treated_2	9	bowtie2
multiple	multiple	incorrect	73345	DMtRNAseq_treated_2	9	bowtie2
single	single	correct	473517	DMtRNAseq_treated_2	9	shrimp
single	single	incorrect	1140	DMtRNAseq_treated_2	9	shrimp
multiple	single	correct	416584	DMtRNAseq_treated_2	9	shrimp
multiple	single	incorrect	1477	DMtRNAseq_treated_2	9	shrimp
multiple	multiple	incorrect	65020	DMtRNAseq_treated_2	9	shrimp
single	single	correct	16744	YAMATseq_BT20_A	0	bowtie2
single	single	incorrect	153	YAMATseq_BT20_A	0	bowtie2
multiple	single	correct	965946	YAMATseq_BT20_A	0	bowtie2
multiple	single	incorrect	31	YAMATseq_BT20_A	0	bowtie2
multiple	multiple	incorrect	16165	YAMATseq_BT20_A	0	bowtie2
single	single	correct	16542	YAMATseq_BT20_A	0	shrimp
single	single	incorrect	218	YAMATseq_BT20_A	0	shrimp
multiple	single	correct	938380	YAMATseq_BT20_A	0	shrimp
multiple	single	incorrect	41	YAMATseq_BT20_A	0	shrimp
multiple	multiple	incorrect	15009	YAMATseq_BT20_A	0	shrimp
single	single	incorrect	1104	YAMATseq_BT20_A	1	bowtie2
single	single	correct	82905	YAMATseq_BT20_A	1	bowtie2
multiple	multiple	incorrect	84751	YAMATseq_BT20_A	1	bowtie2
multiple	single	correct	821925	YAMATseq_BT20_A	1	bowtie2
multiple	single	incorrect	575	YAMATseq_BT20_A	1	bowtie2
single	single	correct	79506	YAMATseq_BT20_A	1	shrimp
single	single	incorrect	2540	YAMATseq_BT20_A	1	shrimp
multiple	multiple	incorrect	74063	YAMATseq_BT20_A	1	shrimp
multiple	single	correct	801902	YAMATseq_BT20_A	1	shrimp
multiple	single	incorrect	619	YAMATseq_BT20_A	1	shrimp
single	single	correct	322664	YAMATseq_BT20_A	2	bowtie2
single	single	incorrect	23178	YAMATseq_BT20_A	2	bowtie2
multiple	single	incorrect	810	YAMATseq_BT20_A	2	bowtie2
multiple	single	correct	535526	YAMATseq_BT20_A	2	bowtie2
multiple	multiple	incorrect	106716	YAMATseq_BT20_A	2	bowtie2
single	single	correct	302761	YAMATseq_BT20_A	2	shrimp
single	single	incorrect	28642	YAMATseq_BT20_A	2	shrimp
multiple	multiple	incorrect	59851	YAMATseq_BT20_A	2	shrimp
multiple	single	correct	520179	YAMATseq_BT20_A	2	shrimp
multiple	single	incorrect	243	YAMATseq_BT20_A	2	shrimp
single	single	correct	346948	YAMATseq_BT20_A	3	bowtie2
single	single	incorrect	1686	YAMATseq_BT20_A	3	bowtie2
multiple	multiple	incorrect	186112	YAMATseq_BT20_A	3	bowtie2
multiple	single	correct	447938	YAMATseq_BT20_A	3	bowtie2
multiple	single	incorrect	349	YAMATseq_BT20_A	3	bowtie2
single	single	correct	343586	YAMATseq_BT20_A	3	shrimp
single	single	incorrect	2138	YAMATseq_BT20_A	3	shrimp
multiple	single	correct	432639	YAMATseq_BT20_A	3	shrimp
multiple	single	incorrect	272	YAMATseq_BT20_A	3	shrimp
multiple	multiple	incorrect	162316	YAMATseq_BT20_A	3	shrimp
multiple	multiple	incorrect	239790	YAMATseq_BT20_A	4	bowtie2
multiple	single	correct	139732	YAMATseq_BT20_A	4	bowtie2
multiple	single	incorrect	319	YAMATseq_BT20_A	4	bowtie2
single	single	correct	618233	YAMATseq_BT20_A	4	bowtie2
single	single	incorrect	1174	YAMATseq_BT20_A	4	bowtie2
single	single	correct	614582	YAMATseq_BT20_A	4	shrimp
single	single	incorrect	1101	YAMATseq_BT20_A	4	shrimp
multiple	multiple	incorrect	238496	YAMATseq_BT20_A	4	shrimp
multiple	single	correct	137215	YAMATseq_BT20_A	4	shrimp
multiple	single	incorrect	309	YAMATseq_BT20_A	4	shrimp
single	single	correct	293739	YAMATseq_BT20_A	5	bowtie2
single	single	incorrect	3304	YAMATseq_BT20_A	5	bowtie2
multiple	multiple	incorrect	45301	YAMATseq_BT20_A	5	bowtie2
multiple	single	incorrect	1547	YAMATseq_BT20_A	5	bowtie2
multiple	single	correct	631423	YAMATseq_BT20_A	5	bowtie2
single	single	correct	273952	YAMATseq_BT20_A	5	shrimp
single	single	incorrect	41034	YAMATseq_BT20_A	5	shrimp
multiple	multiple	incorrect	17385	YAMATseq_BT20_A	5	shrimp
multiple	single	incorrect	1608	YAMATseq_BT20_A	5	shrimp
multiple	single	correct	585714	YAMATseq_BT20_A	5	shrimp
single	single	correct	199467	YAMATseq_BT20_A	6	bowtie2
single	single	incorrect	1767	YAMATseq_BT20_A	6	bowtie2
multiple	single	correct	767494	YAMATseq_BT20_A	6	bowtie2
multiple	single	incorrect	212	YAMATseq_BT20_A	6	bowtie2
multiple	multiple	incorrect	23961	YAMATseq_BT20_A	6	bowtie2
single	single	correct	188798	YAMATseq_BT20_A	6	shrimp
single	single	incorrect	2008	YAMATseq_BT20_A	6	shrimp
multiple	single	correct	740902	YAMATseq_BT20_A	6	shrimp
multiple	single	incorrect	140	YAMATseq_BT20_A	6	shrimp
multiple	multiple	incorrect	13896	YAMATseq_BT20_A	6	shrimp
single	single	correct	445678	YAMATseq_BT20_A	7	bowtie2
single	single	incorrect	736	YAMATseq_BT20_A	7	bowtie2
multiple	single	incorrect	277	YAMATseq_BT20_A	7	bowtie2
multiple	single	correct	479579	YAMATseq_BT20_A	7	bowtie2
multiple	multiple	incorrect	56533	YAMATseq_BT20_A	7	bowtie2
single	single	correct	431843	YAMATseq_BT20_A	7	shrimp
single	single	incorrect	669	YAMATseq_BT20_A	7	shrimp
multiple	single	incorrect	415	YAMATseq_BT20_A	7	shrimp
multiple	single	correct	336735	YAMATseq_BT20_A	7	shrimp
multiple	multiple	incorrect	49777	YAMATseq_BT20_A	7	shrimp
single	single	correct	682786	YAMATseq_BT20_A	8	bowtie2
single	single	incorrect	704	YAMATseq_BT20_A	8	bowtie2
multiple	multiple	incorrect	33127	YAMATseq_BT20_A	8	bowtie2
multiple	single	incorrect	89	YAMATseq_BT20_A	8	bowtie2
multiple	single	correct	279143	YAMATseq_BT20_A	8	bowtie2
single	single	correct	677782	YAMATseq_BT20_A	8	shrimp
single	single	incorrect	1188	YAMATseq_BT20_A	8	shrimp
multiple	multiple	incorrect	28280	YAMATseq_BT20_A	8	shrimp
multiple	single	incorrect	114	YAMATseq_BT20_A	8	shrimp
multiple	single	correct	263192	YAMATseq_BT20_A	8	shrimp
multiple	single	correct	259682	YAMATseq_BT20_A	9	bowtie2
multiple	single	incorrect	199	YAMATseq_BT20_A	9	bowtie2
multiple	multiple	incorrect	16452	YAMATseq_BT20_A	9	bowtie2
single	single	correct	716961	YAMATseq_BT20_A	9	bowtie2
single	single	incorrect	733	YAMATseq_BT20_A	9	bowtie2
single	single	correct	718327	YAMATseq_BT20_A	9	shrimp
single	single	incorrect	638	YAMATseq_BT20_A	9	shrimp
multiple	single	correct	240829	YAMATseq_BT20_A	9	shrimp
multiple	single	incorrect	212	YAMATseq_BT20_A	9	shrimp
multiple	multiple	incorrect	11691	YAMATseq_BT20_A	9	shrimp
single	single	correct	471131	YAMATseq_BT20_B	0	bowtie2
single	single	incorrect	821	YAMATseq_BT20_B	0	bowtie2
multiple	multiple	incorrect	21516	YAMATseq_BT20_B	0	bowtie2
multiple	single	correct	493652	YAMATseq_BT20_B	0	bowtie2
multiple	single	incorrect	476	YAMATseq_BT20_B	0	bowtie2
single	single	correct	448416	YAMATseq_BT20_B	0	shrimp
single	single	incorrect	1552	YAMATseq_BT20_B	0	shrimp
multiple	multiple	incorrect	6280	YAMATseq_BT20_B	0	shrimp
multiple	single	correct	457919	YAMATseq_BT20_B	0	shrimp
multiple	single	incorrect	468	YAMATseq_BT20_B	0	shrimp
single	single	correct	175283	YAMATseq_BT20_B	1	bowtie2
single	single	incorrect	1035	YAMATseq_BT20_B	1	bowtie2
multiple	single	correct	777934	YAMATseq_BT20_B	1	bowtie2
multiple	single	incorrect	247	YAMATseq_BT20_B	1	bowtie2
multiple	multiple	incorrect	31572	YAMATseq_BT20_B	1	bowtie2
single	single	correct	167670	YAMATseq_BT20_B	1	shrimp
single	single	incorrect	758	YAMATseq_BT20_B	1	shrimp
multiple	single	correct	588500	YAMATseq_BT20_B	1	shrimp
multiple	single	incorrect	61	YAMATseq_BT20_B	1	shrimp
multiple	multiple	incorrect	25725	YAMATseq_BT20_B	1	shrimp
multiple	single	correct	655073	YAMATseq_BT20_B	2	bowtie2
multiple	single	incorrect	927	YAMATseq_BT20_B	2	bowtie2
multiple	multiple	incorrect	114439	YAMATseq_BT20_B	2	bowtie2
single	single	correct	207572	YAMATseq_BT20_B	2	bowtie2
single	single	incorrect	3795	YAMATseq_BT20_B	2	bowtie2
multiple	multiple	incorrect	75741	YAMATseq_BT20_B	2	shrimp
multiple	single	correct	600978	YAMATseq_BT20_B	2	shrimp
multiple	single	incorrect	1032	YAMATseq_BT20_B	2	shrimp
single	single	correct	200926	YAMATseq_BT20_B	2	shrimp
single	single	incorrect	2253	YAMATseq_BT20_B	2	shrimp
single	single	correct	369628	YAMATseq_BT20_B	3	bowtie2
single	single	incorrect	860	YAMATseq_BT20_B	3	bowtie2
multiple	multiple	incorrect	52663	YAMATseq_BT20_B	3	bowtie2
multiple	single	correct	560858	YAMATseq_BT20_B	3	bowtie2
multiple	single	incorrect	435	YAMATseq_BT20_B	3	bowtie2
single	single	correct	356669	YAMATseq_BT20_B	3	shrimp
single	single	incorrect	614	YAMATseq_BT20_B	3	shrimp
multiple	single	correct	536949	YAMATseq_BT20_B	3	shrimp
multiple	single	incorrect	393	YAMATseq_BT20_B	3	shrimp
multiple	multiple	incorrect	34627	YAMATseq_BT20_B	3	shrimp
single	single	correct	137309	YAMATseq_BT20_B	4	bowtie2
single	single	incorrect	983	YAMATseq_BT20_B	4	bowtie2
multiple	single	correct	789093	YAMATseq_BT20_B	4	bowtie2
multiple	single	incorrect	234	YAMATseq_BT20_B	4	bowtie2
multiple	multiple	incorrect	59750	YAMATseq_BT20_B	4	bowtie2
single	single	correct	122261	YAMATseq_BT20_B	4	shrimp
single	single	incorrect	1065	YAMATseq_BT20_B	4	shrimp
multiple	single	correct	775193	YAMATseq_BT20_B	4	shrimp
multiple	single	incorrect	152	YAMATseq_BT20_B	4	shrimp
multiple	multiple	incorrect	51941	YAMATseq_BT20_B	4	shrimp
multiple	single	incorrect	296	YAMATseq_BT20_B	5	bowtie2
multiple	single	correct	604051	YAMATseq_BT20_B	5	bowtie2
multiple	multiple	incorrect	49852	YAMATseq_BT20_B	5	bowtie2
single	single	correct	330309	YAMATseq_BT20_B	5	bowtie2
single	single	incorrect	890	YAMATseq_BT20_B	5	bowtie2
single	single	correct	324137	YAMATseq_BT20_B	5	shrimp
single	single	incorrect	949	YAMATseq_BT20_B	5	shrimp
multiple	single	incorrect	403	YAMATseq_BT20_B	5	shrimp
multiple	single	correct	550350	YAMATseq_BT20_B	5	shrimp
multiple	multiple	incorrect	37536	YAMATseq_BT20_B	5	shrimp
multiple	multiple	incorrect	29816	YAMATseq_BT20_B	6	bowtie2
multiple	single	correct	486980	YAMATseq_BT20_B	6	bowtie2
multiple	single	incorrect	569	YAMATseq_BT20_B	6	bowtie2
single	single	incorrect	832	YAMATseq_BT20_B	6	bowtie2
single	single	correct	471409	YAMATseq_BT20_B	6	bowtie2
multiple	single	correct	451638	YAMATseq_BT20_B	6	shrimp
multiple	single	incorrect	587	YAMATseq_BT20_B	6	shrimp
multiple	multiple	incorrect	23781	YAMATseq_BT20_B	6	shrimp
single	single	correct	454826	YAMATseq_BT20_B	6	shrimp
single	single	incorrect	2520	YAMATseq_BT20_B	6	shrimp
single	single	incorrect	10094	YAMATseq_BT20_B	7	bowtie2
single	single	correct	265824	YAMATseq_BT20_B	7	bowtie2
multiple	single	incorrect	1946	YAMATseq_BT20_B	7	bowtie2
multiple	single	correct	646405	YAMATseq_BT20_B	7	bowtie2
multiple	multiple	incorrect	67306	YAMATseq_BT20_B	7	bowtie2
single	single	correct	230631	YAMATseq_BT20_B	7	shrimp
single	single	incorrect	9304	YAMATseq_BT20_B	7	shrimp
multiple	multiple	incorrect	18331	YAMATseq_BT20_B	7	shrimp
multiple	single	incorrect	1193	YAMATseq_BT20_B	7	shrimp
multiple	single	correct	633793	YAMATseq_BT20_B	7	shrimp
single	single	correct	554411	YAMATseq_BT20_B	8	bowtie2
single	single	incorrect	1835	YAMATseq_BT20_B	8	bowtie2
multiple	single	correct	339240	YAMATseq_BT20_B	8	bowtie2
multiple	single	incorrect	1460	YAMATseq_BT20_B	8	bowtie2
multiple	multiple	incorrect	93625	YAMATseq_BT20_B	8	bowtie2
single	single	correct	506802	YAMATseq_BT20_B	8	shrimp
single	single	incorrect	1217	YAMATseq_BT20_B	8	shrimp
multiple	single	correct	309314	YAMATseq_BT20_B	8	shrimp
multiple	single	incorrect	1543	YAMATseq_BT20_B	8	shrimp
multiple	multiple	incorrect	73242	YAMATseq_BT20_B	8	shrimp
single	single	correct	649732	YAMATseq_BT20_B	9	bowtie2
single	single	incorrect	1079	YAMATseq_BT20_B	9	bowtie2
multiple	single	incorrect	543	YAMATseq_BT20_B	9	bowtie2
multiple	single	correct	315586	YAMATseq_BT20_B	9	bowtie2
multiple	multiple	incorrect	25483	YAMATseq_BT20_B	9	bowtie2
single	single	incorrect	661	YAMATseq_BT20_B	9	shrimp
single	single	correct	652488	YAMATseq_BT20_B	9	shrimp
multiple	single	incorrect	295	YAMATseq_BT20_B	9	shrimp
multiple	single	correct	298313	YAMATseq_BT20_B	9	shrimp
multiple	multiple	incorrect	16133	YAMATseq_BT20_B	9	shrimp
single	single	correct	680952	YAMATseq_BT20_C	0	bowtie2
single	single	incorrect	1580	YAMATseq_BT20_C	0	bowtie2
multiple	single	incorrect	943	YAMATseq_BT20_C	0	bowtie2
multiple	single	correct	257946	YAMATseq_BT20_C	0	bowtie2
multiple	multiple	incorrect	36835	YAMATseq_BT20_C	0	bowtie2
single	single	correct	510761	YAMATseq_BT20_C	0	shrimp
single	single	incorrect	1479	YAMATseq_BT20_C	0	shrimp
multiple	multiple	incorrect	26043	YAMATseq_BT20_C	0	shrimp
multiple	single	incorrect	1367	YAMATseq_BT20_C	0	shrimp
multiple	single	correct	227202	YAMATseq_BT20_C	0	shrimp
multiple	single	incorrect	359	YAMATseq_BT20_C	1	bowtie2
multiple	single	correct	209852	YAMATseq_BT20_C	1	bowtie2
multiple	multiple	incorrect	146574	YAMATseq_BT20_C	1	bowtie2
single	single	incorrect	2655	YAMATseq_BT20_C	1	bowtie2
single	single	correct	630761	YAMATseq_BT20_C	1	bowtie2
single	single	correct	624590	YAMATseq_BT20_C	1	shrimp
single	single	incorrect	1407	YAMATseq_BT20_C	1	shrimp
multiple	single	correct	204789	YAMATseq_BT20_C	1	shrimp
multiple	single	incorrect	471	YAMATseq_BT20_C	1	shrimp
multiple	multiple	incorrect	143932	YAMATseq_BT20_C	1	shrimp
single	single	correct	540903	YAMATseq_BT20_C	2	bowtie2
single	single	incorrect	925	YAMATseq_BT20_C	2	bowtie2
multiple	single	correct	426335	YAMATseq_BT20_C	2	bowtie2
multiple	single	incorrect	210	YAMATseq_BT20_C	2	bowtie2
multiple	multiple	incorrect	25526	YAMATseq_BT20_C	2	bowtie2
single	single	correct	522761	YAMATseq_BT20_C	2	shrimp
single	single	incorrect	795	YAMATseq_BT20_C	2	shrimp
multiple	single	correct	412371	YAMATseq_BT20_C	2	shrimp
multiple	single	incorrect	210	YAMATseq_BT20_C	2	shrimp
multiple	multiple	incorrect	22837	YAMATseq_BT20_C	2	shrimp
single	single	correct	459459	YAMATseq_BT20_C	3	bowtie2
single	single	incorrect	2008	YAMATseq_BT20_C	3	bowtie2
multiple	single	correct	416569	YAMATseq_BT20_C	3	bowtie2
multiple	single	incorrect	1058	YAMATseq_BT20_C	3	bowtie2
multiple	multiple	incorrect	107711	YAMATseq_BT20_C	3	bowtie2
multiple	single	correct	373805	YAMATseq_BT20_C	3	shrimp
multiple	single	incorrect	1359	YAMATseq_BT20_C	3	shrimp
multiple	multiple	incorrect	89717	YAMATseq_BT20_C	3	shrimp
single	single	correct	448758	YAMATseq_BT20_C	3	shrimp
single	single	incorrect	2344	YAMATseq_BT20_C	3	shrimp
single	single	correct	379748	YAMATseq_BT20_C	4	bowtie2
single	single	incorrect	3286	YAMATseq_BT20_C	4	bowtie2
multiple	single	incorrect	2232	YAMATseq_BT20_C	4	bowtie2
multiple	single	correct	550669	YAMATseq_BT20_C	4	bowtie2
multiple	multiple	incorrect	49725	YAMATseq_BT20_C	4	bowtie2
single	single	correct	352806	YAMATseq_BT20_C	4	shrimp
single	single	incorrect	2154	YAMATseq_BT20_C	4	shrimp
multiple	single	incorrect	1001	YAMATseq_BT20_C	4	shrimp
multiple	single	correct	527528	YAMATseq_BT20_C	4	shrimp
multiple	multiple	incorrect	33414	YAMATseq_BT20_C	4	shrimp
single	single	correct	457639	YAMATseq_BT20_C	5	bowtie2
single	single	incorrect	5906	YAMATseq_BT20_C	5	bowtie2
multiple	single	incorrect	946	YAMATseq_BT20_C	5	bowtie2
multiple	single	correct	474911	YAMATseq_BT20_C	5	bowtie2
multiple	multiple	incorrect	54840	YAMATseq_BT20_C	5	bowtie2
single	single	correct	426310	YAMATseq_BT20_C	5	shrimp
single	single	incorrect	4685	YAMATseq_BT20_C	5	shrimp
multiple	single	correct	460984	YAMATseq_BT20_C	5	shrimp
multiple	single	incorrect	843	YAMATseq_BT20_C	5	shrimp
multiple	multiple	incorrect	40603	YAMATseq_BT20_C	5	shrimp
multiple	multiple	incorrect	19557	YAMATseq_BT20_C	6	bowtie2
multiple	single	correct	646846	YAMATseq_BT20_C	6	bowtie2
multiple	single	incorrect	316	YAMATseq_BT20_C	6	bowtie2
single	single	correct	305499	YAMATseq_BT20_C	6	bowtie2
single	single	incorrect	5061	YAMATseq_BT20_C	6	bowtie2
multiple	multiple	incorrect	12820	YAMATseq_BT20_C	6	shrimp
multiple	single	correct	574175	YAMATseq_BT20_C	6	shrimp
multiple	single	incorrect	377	YAMATseq_BT20_C	6	shrimp
single	single	correct	304327	YAMATseq_BT20_C	6	shrimp
single	single	incorrect	2242	YAMATseq_BT20_C	6	shrimp
single	single	correct	941181	YAMATseq_BT20_C	7	bowtie2
single	single	incorrect	215	YAMATseq_BT20_C	7	bowtie2
multiple	single	correct	45212	YAMATseq_BT20_C	7	bowtie2
multiple	single	incorrect	53	YAMATseq_BT20_C	7	bowtie2
multiple	multiple	incorrect	7685	YAMATseq_BT20_C	7	bowtie2
single	single	correct	934290	YAMATseq_BT20_C	7	shrimp
single	single	incorrect	234	YAMATseq_BT20_C	7	shrimp
multiple	single	correct	45596	YAMATseq_BT20_C	7	shrimp
multiple	single	incorrect	43	YAMATseq_BT20_C	7	shrimp
multiple	multiple	incorrect	3913	YAMATseq_BT20_C	7	shrimp
multiple	single	correct	321918	YAMATseq_BT20_C	8	bowtie2
multiple	single	incorrect	600	YAMATseq_BT20_C	8	bowtie2
multiple	multiple	incorrect	75047	YAMATseq_BT20_C	8	bowtie2
single	single	correct	585551	YAMATseq_BT20_C	8	bowtie2
single	single	incorrect	2067	YAMATseq_BT20_C	8	bowtie2
single	single	correct	577036	YAMATseq_BT20_C	8	shrimp
single	single	incorrect	1230	YAMATseq_BT20_C	8	shrimp
multiple	single	correct	280152	YAMATseq_BT20_C	8	shrimp
multiple	single	incorrect	460	YAMATseq_BT20_C	8	shrimp
multiple	multiple	incorrect	63504	YAMATseq_BT20_C	8	shrimp
multiple	single	correct	725946	YAMATseq_BT20_C	9	bowtie2
multiple	single	incorrect	1086	YAMATseq_BT20_C	9	bowtie2
multiple	multiple	incorrect	86478	YAMATseq_BT20_C	9	bowtie2
single	single	correct	158617	YAMATseq_BT20_C	9	bowtie2
single	single	incorrect	2152	YAMATseq_BT20_C	9	bowtie2
multiple	single	correct	688657	YAMATseq_BT20_C	9	shrimp
multiple	single	incorrect	1286	YAMATseq_BT20_C	9	shrimp
multiple	multiple	incorrect	73297	YAMATseq_BT20_C	9	shrimp
single	single	correct	152937	YAMATseq_BT20_C	9	shrimp
single	single	incorrect	4392	YAMATseq_BT20_C	9	shrimp
multiple	single	correct	37006	YAMATseq_MCF7_A	0	bowtie2
multiple	single	incorrect	12	YAMATseq_MCF7_A	0	bowtie2
multiple	multiple	incorrect	2255	YAMATseq_MCF7_A	0	bowtie2
single	single	correct	957921	YAMATseq_MCF7_A	0	bowtie2
single	single	incorrect	176	YAMATseq_MCF7_A	0	bowtie2
single	single	correct	958618	YAMATseq_MCF7_A	0	shrimp
single	single	incorrect	132	YAMATseq_MCF7_A	0	shrimp
multiple	single	correct	29709	YAMATseq_MCF7_A	0	shrimp
multiple	single	incorrect	13	YAMATseq_MCF7_A	0	shrimp
multiple	multiple	incorrect	702	YAMATseq_MCF7_A	0	shrimp
single	single	correct	416109	YAMATseq_MCF7_A	1	bowtie2
single	single	incorrect	1040	YAMATseq_MCF7_A	1	bowtie2
multiple	multiple	incorrect	16697	YAMATseq_MCF7_A	1	bowtie2
multiple	single	correct	558704	YAMATseq_MCF7_A	1	bowtie2
multiple	single	incorrect	188	YAMATseq_MCF7_A	1	bowtie2
single	single	correct	402863	YAMATseq_MCF7_A	1	shrimp
single	single	incorrect	614	YAMATseq_MCF7_A	1	shrimp
multiple	multiple	incorrect	10479	YAMATseq_MCF7_A	1	shrimp
multiple	single	correct	552642	YAMATseq_MCF7_A	1	shrimp
multiple	single	incorrect	222	YAMATseq_MCF7_A	1	shrimp
single	single	correct	191924	YAMATseq_MCF7_A	2	bowtie2
single	single	incorrect	1125	YAMATseq_MCF7_A	2	bowtie2
multiple	single	correct	778716	YAMATseq_MCF7_A	2	bowtie2
multiple	single	incorrect	1338	YAMATseq_MCF7_A	2	bowtie2
multiple	multiple	incorrect	18058	YAMATseq_MCF7_A	2	bowtie2
single	single	correct	192667	YAMATseq_MCF7_A	2	shrimp
single	single	incorrect	558	YAMATseq_MCF7_A	2	shrimp
multiple	single	correct	662397	YAMATseq_MCF7_A	2	shrimp
multiple	single	incorrect	1105	YAMATseq_MCF7_A	2	shrimp
multiple	multiple	incorrect	8895	YAMATseq_MCF7_A	2	shrimp
single	single	correct	857224	YAMATseq_MCF7_A	3	bowtie2
single	single	incorrect	319	YAMATseq_MCF7_A	3	bowtie2
multiple	single	correct	129553	YAMATseq_MCF7_A	3	bowtie2
multiple	single	incorrect	248	YAMATseq_MCF7_A	3	bowtie2
multiple	multiple	incorrect	6025	YAMATseq_MCF7_A	3	bowtie2
single	single	correct	830982	YAMATseq_MCF7_A	3	shrimp
single	single	incorrect	419	YAMATseq_MCF7_A	3	shrimp
multiple	single	correct	121933	YAMATseq_MCF7_A	3	shrimp
multiple	single	incorrect	161	YAMATseq_MCF7_A	3	shrimp
multiple	multiple	incorrect	3024	YAMATseq_MCF7_A	3	shrimp
single	single	correct	605381	YAMATseq_MCF7_A	4	bowtie2
single	single	incorrect	2220	YAMATseq_MCF7_A	4	bowtie2
multiple	single	incorrect	1117	YAMATseq_MCF7_A	4	bowtie2
multiple	single	correct	332954	YAMATseq_MCF7_A	4	bowtie2
multiple	multiple	incorrect	45407	YAMATseq_MCF7_A	4	bowtie2
single	single	correct	505328	YAMATseq_MCF7_A	4	shrimp
single	single	incorrect	988	YAMATseq_MCF7_A	4	shrimp
multiple	single	incorrect	427	YAMATseq_MCF7_A	4	shrimp
multiple	single	correct	312734	YAMATseq_MCF7_A	4	shrimp
multiple	multiple	incorrect	28960	YAMATseq_MCF7_A	4	shrimp
single	single	correct	636855	YAMATseq_MCF7_A	5	bowtie2
single	single	incorrect	2388	YAMATseq_MCF7_A	5	bowtie2
multiple	single	incorrect	355	YAMATseq_MCF7_A	5	bowtie2
multiple	single	correct	334795	YAMATseq_MCF7_A	5	bowtie2
multiple	multiple	incorrect	16700	YAMATseq_MCF7_A	5	bowtie2
single	single	correct	742619	YAMATseq_MCF7_A	5	shrimp
single	single	incorrect	2147	YAMATseq_MCF7_A	5	shrimp
multiple	single	incorrect	492	YAMATseq_MCF7_A	5	shrimp
multiple	single	correct	155239	YAMATseq_MCF7_A	5	shrimp
multiple	multiple	incorrect	9877	YAMATseq_MCF7_A	5	shrimp
single	single	incorrect	3176	YAMATseq_MCF7_A	6	bowtie2
single	single	correct	391185	YAMATseq_MCF7_A	6	bowtie2
multiple	single	incorrect	218	YAMATseq_MCF7_A	6	bowtie2
multiple	single	correct	455076	YAMATseq_MCF7_A	6	bowtie2
multiple	multiple	incorrect	138258	YAMATseq_MCF7_A	6	bowtie2
single	single	correct	397974	YAMATseq_MCF7_A	6	shrimp
single	single	incorrect	1373	YAMATseq_MCF7_A	6	shrimp
multiple	single	correct	431602	YAMATseq_MCF7_A	6	shrimp
